0.05	0.07	0.21	8	1	16	0	0	32	32	0.101390	0.004966	0.019625	0.000072	0.000072	0.047641	0.070790	0.004692	0.003880	0.000072	0.013299	0.000072	0.064210	0.414260	0.097120	0.003946	0.085549	0.000804	0.000072	0.000072	0.000072	0.399068	0.260123	0.013689	0.000072	0.000072	0.000072	0.000072	0.006026	0.631269	0.403617	0.027635	0.161363	0.022464	0.036619	0.002048	0.012010	0.086129	0.058829	0.038556	0.042581	0.017031	0.028229	0.002048	0.067515	0.460351	0.138296	0.034039	0.190105	0.019441	0.016024	0.000095	0.030607	0.358920	0.243706	0.066010	0.208893	0.018470	0.016024	0.000095	0.019323	0.544498	0.372813	0.097842	0.071511	0.004973	0.098468	0.124372	0.140334	0.017044	0.079000	0.017680	0.140938	0.006534	0.100101	0.100697	0.074896	0.181601	0.156762	0.049954	0.596596	0.001662	0.090949	0.095321	0.120064	0.007621	0.029722	0.128576	0.574458	0.001662	0.090949	0.095321	0.109666	0.198329	0.105335	0.149796	
0.05	0.14	0.21	8	1	16	0	16	32	32	0.003130	0.000058	0.010727	0.000058	0.051794	0.334159	0.078341	0.003183	0.000058	0.000058	0.008640	0.000058	0.318335	0.360215	0.002817	0.000058	0.000058	0.000058	0.000058	0.000058	0.004861	0.509207	0.325574	0.022291	0.194435	0.000058	0.000058	0.000058	0.053269	0.484458	0.080384	0.024355	0.034423	0.013768	0.022820	0.001656	0.054579	0.372150	0.111799	0.027517	0.003030	0.013294	0.025170	0.004400	0.291967	0.344961	0.054471	0.009568	0.168871	0.014931	0.012954	0.000077	0.015620	0.440176	0.301384	0.079096	0.398060	0.029231	0.014378	0.000077	0.032737	0.374095	0.101283	0.066672	0.137668	0.006382	0.097779	0.098361	0.073159	0.177388	0.153125	0.048796	0.009271	0.000100	0.000100	0.003659	0.166443	0.227458	0.162862	0.039886	0.561131	0.001624	0.088839	0.093109	0.107122	0.193728	0.102891	0.146320	0.508507	0.000608	0.000100	0.000100	0.097788	0.196662	0.145000	0.226257	
0.05	0.21	0.21	8	1	16	0	32	32	32	0.000057	0.000057	0.008458	0.000057	0.311619	0.352615	0.002758	0.000057	0.000057	0.000057	0.003008	0.000057	0.570579	0.254020	0.010274	0.000057	0.190333	0.000057	0.000057	0.000057	0.052145	0.474237	0.078688	0.023841	0.269726	0.001791	0.000057	0.000678	0.150081	0.149282	0.000284	0.010177	0.003172	0.013916	0.026348	0.004606	0.305636	0.361111	0.057022	0.010016	0.023303	0.011402	0.016231	0.003370	0.430548	0.258400	0.050431	0.023589	0.416696	0.030599	0.015052	0.000081	0.034270	0.391610	0.106025	0.069794	0.375438	0.041884	0.021468	0.002144	0.087623	0.109974	0.041759	0.074783	0.009602	0.000103	0.000103	0.003790	0.172383	0.235576	0.168674	0.041310	0.203687	0.002756	0.151683	0.159706	0.143754	0.046514	0.105961	0.039929	0.526655	0.000629	0.000103	0.000103	0.101278	0.203680	0.150175	0.234332	0.140634	0.003271	0.151683	0.151165	0.447622	0.132275	0.252276	0.071683	
0.05	0.28	0.21	8	1	16	0	48	32	32	0.000059	0.000059	0.003122	0.000059	0.592107	0.263604	0.010662	0.000059	0.000059	0.000059	0.012461	0.136292	0.580531	0.051823	0.010190	0.000059	0.279903	0.001859	0.000059	0.000703	0.155743	0.154915	0.000294	0.010561	0.267171	0.004859	0.041365	0.084920	0.119060	0.005464	0.000275	0.003747	0.027032	0.013226	0.018827	0.003909	0.499433	0.299742	0.058499	0.027364	0.017864	0.000094	0.019805	0.129635	0.501047	0.053756	0.075538	0.053652	0.435505	0.048585	0.024903	0.002487	0.101642	0.127569	0.048440	0.086748	0.311868	0.002954	0.038752	0.064117	0.066470	0.067904	0.133321	0.128147	0.183494	0.002483	0.136646	0.143873	0.129503	0.041903	0.095456	0.035970	0.218962	0.002483	0.011960	0.053874	0.130447	0.105318	0.288871	0.048904	0.126692	0.002947	0.136646	0.136179	0.403246	0.119161	0.227266	0.064577	0.008919	0.000093	0.017441	0.066701	0.564284	0.215187	0.277979	0.018634	
0.05	0.34	0.21	8	1	16	0	64	32	32	0.000056	0.000056	0.011826	0.129348	0.550953	0.049183	0.009671	0.000056	0.000056	0.043984	0.217301	0.357088	0.156125	0.000056	0.003186	0.000056	0.253558	0.004611	0.039257	0.080594	0.112994	0.005186	0.000261	0.003556	0.114413	0.055998	0.326421	0.506019	0.109670	0.000056	0.000056	0.000056	0.017015	0.000089	0.018864	0.123471	0.477221	0.051200	0.071946	0.051100	0.000089	0.002813	0.336245	0.358552	0.189311	0.055384	0.067690	0.000089	0.297038	0.002813	0.036910	0.061068	0.063309	0.064675	0.126982	0.122054	0.134819	0.027099	0.326980	0.426737	0.093218	0.088525	0.048683	0.038385	0.229878	0.002607	0.012556	0.056560	0.136950	0.110568	0.303273	0.051342	0.208429	0.005580	0.091668	0.126814	0.136429	0.067371	0.127889	0.041643	0.009363	0.000098	0.018311	0.070027	0.592417	0.225915	0.291838	0.019563	0.016503	0.083960	0.099075	0.291458	0.315697	0.102885	0.056545	0.024376	
0.05	0.41	0.21	8	1	16	0	80	32	32	0.000053	0.041477	0.204915	0.336735	0.147227	0.000053	0.003005	0.000053	0.048360	0.110447	0.096731	0.018123	0.028752	0.014203	0.012503	0.016639	0.107892	0.052806	0.307816	0.477177	0.103419	0.000053	0.000053	0.000053	0.057698	0.117601	0.109416	0.624721	0.168967	0.000053	0.000053	0.000590	0.000086	0.002711	0.323995	0.345490	0.182414	0.053367	0.065224	0.000086	0.016064	0.015758	0.216487	0.043906	0.098677	0.057130	0.088384	0.010943	0.129907	0.026112	0.315068	0.411190	0.089822	0.085300	0.046909	0.036987	0.020977	0.041358	0.216782	0.532011	0.163967	0.022834	0.019465	0.016270	0.278463	0.007455	0.122470	0.169425	0.182271	0.090008	0.170862	0.055636	0.209312	0.017411	0.014225	0.023048	0.019616	0.155102	0.384079	0.094839	0.022048	0.112172	0.132366	0.389392	0.421775	0.137456	0.075546	0.032566	0.002009	0.031435	0.013069	0.186410	0.204323	0.196633	0.274185	0.044858	
0.05	0.48	0.21	8	1	16	0	96	32	32	0.063749	0.145594	0.127514	0.023890	0.037902	0.018722	0.016481	0.021934	0.147870	0.063054	0.081328	0.027004	0.008846	0.014988	0.015647	0.091064	0.076059	0.155024	0.144235	0.823523	0.222736	0.000070	0.000070	0.000778	0.170315	0.068192	0.026266	0.205706	0.203970	0.094099	0.041683	0.077859	0.022394	0.021968	0.301801	0.061209	0.137564	0.079644	0.123215	0.015256	0.051017	0.038604	0.096639	0.010602	0.017501	0.021983	0.114303	0.053295	0.029244	0.057657	0.302213	0.741669	0.228584	0.031832	0.027136	0.022682	0.031391	0.053420	0.082047	0.137279	0.221413	0.226380	0.015182	0.056978	0.301191	0.025054	0.020470	0.033166	0.028227	0.223185	0.552672	0.136469	0.044818	0.030009	0.056533	0.000188	0.033390	0.184679	0.240006	0.063682	0.002890	0.045234	0.018806	0.268235	0.294012	0.282946	0.394540	0.064548	0.006447	0.000188	0.000188	0.005083	0.041754	0.107585	0.118296	0.037507	
0.05	0.55	0.21	8	1	16	0	112	32	32	0.221493	0.094447	0.121820	0.040449	0.013250	0.022450	0.023438	0.136404	0.099638	0.007597	0.159813	0.082417	0.079787	0.129954	0.276742	0.149745	0.255114	0.102144	0.039343	0.308126	0.305525	0.140950	0.062437	0.116625	0.129214	0.011413	0.033173	0.047460	0.388885	0.475218	0.104389	0.173977	0.053922	0.040803	0.102142	0.011205	0.018498	0.023235	0.120813	0.056330	0.011152	0.040772	0.133359	0.003998	0.154271	0.161751	0.264057	0.038506	0.033179	0.056463	0.086720	0.145097	0.234023	0.239273	0.016047	0.060223	0.018724	0.004079	0.001518	0.001416	0.391108	0.718134	0.078095	0.039261	0.104164	0.069745	0.131391	0.000437	0.077604	0.429223	0.557811	0.148008	0.022633	0.000437	0.059807	0.000437	0.037444	0.115663	0.430547	0.141175	0.014983	0.000437	0.000437	0.011813	0.097044	0.250045	0.274939	0.087173	0.089465	0.004889	0.000437	0.000436	0.003930	0.075979	0.152797	0.163948	
0.05	0.62	0.21	8	1	16	0	128	32	32	0.083580	0.006372	0.134058	0.069135	0.066929	0.109011	0.232143	0.125613	0.172540	0.001428	0.058415	0.006779	0.183113	0.286177	0.274421	0.204327	0.108390	0.009573	0.027827	0.039811	0.326213	0.398633	0.087566	0.145939	0.182598	0.009602	0.037073	0.060811	0.175647	0.311353	0.226039	0.304294	0.009653	0.035293	0.115437	0.003461	0.133539	0.140014	0.228571	0.033331	0.007847	0.000668	0.064429	0.032443	0.152518	0.260817	0.374778	0.052552	0.016208	0.003531	0.001314	0.001225	0.338549	0.621627	0.067600	0.033985	0.018513	0.000668	0.008440	0.047745	0.168937	0.322410	0.100909	0.048529	0.028851	0.000556	0.076236	0.000556	0.047731	0.147436	0.548819	0.179956	0.157011	0.030017	0.036170	0.000556	0.000559	0.106218	0.511079	0.177354	0.114041	0.006232	0.000556	0.000556	0.005010	0.096851	0.194770	0.208986	0.332787	0.035693	0.000556	0.000556	0.000558	0.047312	0.181820	0.231456	
0.05	0.69	0.21	8	1	16	0	144	32	32	0.162380	0.001344	0.054975	0.006380	0.172330	0.269325	0.258262	0.192296	0.153173	0.120648	0.040592	0.049892	0.470069	0.049902	0.047800	0.019009	0.171846	0.009037	0.034890	0.057230	0.165304	0.293019	0.212728	0.286375	0.233205	0.327518	0.032298	0.026746	0.061716	0.165567	0.154295	0.058366	0.010924	0.000930	0.089688	0.045162	0.212311	0.363066	0.521705	0.073154	0.049647	0.000930	0.060405	0.069319	0.383771	0.034079	0.107575	0.075377	0.025770	0.000930	0.011748	0.066463	0.235167	0.448806	0.140469	0.067554	0.074203	0.000930	0.011748	0.092014	0.173247	0.112194	0.087803	0.089954	0.135912	0.025984	0.031310	0.000482	0.000484	0.091944	0.442400	0.153521	0.349586	0.051897	0.004335	0.000482	0.000482	0.017850	0.477377	0.202538	0.288067	0.030896	0.000482	0.000482	0.000483	0.040954	0.157387	0.200352	0.244898	0.005391	0.000482	0.000482	0.000482	0.022950	0.209265	0.321138	
